"Year","Area_type","Area_code","Area_description","Ethnic_group_total_responses_code","Ethnic_group_total_responses_description","Census_usually_resident_population_count","Ethnic_group_total_responses_percent"
2018,"Statistical Area 2","340900","Inlet Port Timaru","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","340900","Inlet Port Timaru","Total","Total","0",".."
2018,"Statistical Area 2","340900","Inlet Port Timaru","Total stated","Total stated","C","C"
2018,"Statistical Area 2","341000","Watlington","1","European","2028"," 90.0"
2018,"Statistical Area 2","341000","Watlington","2","Maori","237"," 10.5"
2018,"Statistical Area 2","341000","Watlington","3","Pacific peoples","54","  2.4"
2018,"Statistical Area 2","341000","Watlington","4","Asian","105","  4.7"
2018,"Statistical Area 2","341000","Watlington","5","Middle Eastern/Latin American/African","6","  0.3"
2018,"Statistical Area 2","341000","Watlington","6","Other ethnicity","21","  0.9"
2018,"Statistical Area 2","341000","Watlington","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341000","Watlington","Total","Total","2253",".."
2018,"Statistical Area 2","341000","Watlington","Total stated","Total stated","2253","100.0"
2018,"Statistical Area 2","341100","Timaru Central","1","European","312"," 77.0"
2018,"Statistical Area 2","341100","Timaru Central","2","Maori","54"," 13.3"
2018,"Statistical Area 2","341100","Timaru Central","3","Pacific peoples","33","  8.1"
2018,"Statistical Area 2","341100","Timaru Central","4","Asian","42"," 10.4"
2018,"Statistical Area 2","341100","Timaru Central","5","Middle Eastern/Latin American/African","3","  0.7"
2018,"Statistical Area 2","341100","Timaru Central","6","Other ethnicity","6","  1.5"
2018,"Statistical Area 2","341100","Timaru Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341100","Timaru Central","Total","Total","405",".."
2018,"Statistical Area 2","341100","Timaru Central","Total stated","Total stated","405","100.0"
2018,"Statistical Area 2","341200","Timaru East","1","European","210"," 76.9"
2018,"Statistical Area 2","341200","Timaru East","2","Maori","39"," 14.3"
2018,"Statistical Area 2","341200","Timaru East","3","Pacific peoples","24","  8.8"
2018,"Statistical Area 2","341200","Timaru East","4","Asian","36"," 13.2"
2018,"Statistical Area 2","341200","Timaru East","5","Middle Eastern/Latin American/African","3","  1.1"
2018,"Statistical Area 2","341200","Timaru East","6","Other ethnicity","3","  1.1"
2018,"Statistical Area 2","341200","Timaru East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341200","Timaru East","Total","Total","273",".."
2018,"Statistical Area 2","341200","Timaru East","Total stated","Total stated","273","100.0"
2018,"Statistical Area 2","341300","Parkside","1","European","2088"," 87.9"
2018,"Statistical Area 2","341300","Parkside","2","Maori","279"," 11.7"
2018,"Statistical Area 2","341300","Parkside","3","Pacific peoples","66","  2.8"
2018,"Statistical Area 2","341300","Parkside","4","Asian","126","  5.3"
2018,"Statistical Area 2","341300","Parkside","5","Middle Eastern/Latin American/African","12","  0.5"
2018,"Statistical Area 2","341300","Parkside","6","Other ethnicity","30","  1.3"
2018,"Statistical Area 2","341300","Parkside","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341300","Parkside","Total","Total","2376",".."
2018,"Statistical Area 2","341300","Parkside","Total stated","Total stated","2376","100.0"
2018,"Statistical Area 2","341400","Kensington (Timaru District)","1","European","1302"," 88.9"
2018,"Statistical Area 2","341400","Kensington (Timaru District)","2","Maori","168"," 11.5"
2018,"Statistical Area 2","341400","Kensington (Timaru District)","3","Pacific peoples","48","  3.3"
2018,"Statistical Area 2","341400","Kensington (Timaru District)","4","Asian","69","  4.7"
2018,"Statistical Area 2","341400","Kensington (Timaru District)","5","Middle Eastern/Latin American/African","9","  0.6"
2018,"Statistical Area 2","341400","Kensington (Timaru District)","6","Other ethnicity","15","  1.0"
2018,"Statistical Area 2","341400","Kensington (Timaru District)","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341400","Kensington (Timaru District)","Total","Total","1464",".."
2018,"Statistical Area 2","341400","Kensington (Timaru District)","Total stated","Total stated","1464","100.0"
2018,"Statistical Area 2","341500","Mackenzie Lakes","1","European","846"," 71.6"
2018,"Statistical Area 2","341500","Mackenzie Lakes","2","Maori","51","  4.3"
2018,"Statistical Area 2","341500","Mackenzie Lakes","3","Pacific peoples","24","  2.0"
2018,"Statistical Area 2","341500","Mackenzie Lakes","4","Asian","237"," 20.1"
2018,"Statistical Area 2","341500","Mackenzie Lakes","5","Middle Eastern/Latin American/African","60","  5.1"
2018,"Statistical Area 2","341500","Mackenzie Lakes","6","Other ethnicity","24","  2.0"
2018,"Statistical Area 2","341500","Mackenzie Lakes","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341500","Mackenzie Lakes","Total","Total","1182",".."
2018,"Statistical Area 2","341500","Mackenzie Lakes","Total stated","Total stated","1182","100.0"
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","1","European","C","C"
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","2","Maori","C","C"
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","3","Pacific peoples","C","C"
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","4","Asian","C","C"
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","6","Other ethnicity","C","C"
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","Total","Total","0",".."
2018,"Statistical Area 2","341600","Inland water Lake Pukaki","Total stated","Total stated","C","C"
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","1","European","C","C"
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","2","Maori","C","C"
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","3","Pacific peoples","C","C"
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","4","Asian","C","C"
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","6","Other ethnicity","C","C"
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","Total","Total","0",".."
2018,"Statistical Area 2","341700","Inland water Lake Tekapo","Total stated","Total stated","C","C"
2018,"Statistical Area 2","341800","Twizel","1","European","1275"," 87.6"
2018,"Statistical Area 2","341800","Twizel","2","Maori","132","  9.1"
2018,"Statistical Area 2","341800","Twizel","3","Pacific peoples","12","  0.8"
2018,"Statistical Area 2","341800","Twizel","4","Asian","117","  8.0"
2018,"Statistical Area 2","341800","Twizel","5","Middle Eastern/Latin American/African","21","  1.4"
2018,"Statistical Area 2","341800","Twizel","6","Other ethnicity","30","  2.1"
2018,"Statistical Area 2","341800","Twizel","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341800","Twizel","Total","Total","1455",".."
2018,"Statistical Area 2","341800","Twizel","Total stated","Total stated","1455","100.0"
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","1","European","1287"," 95.5"
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","2","Maori","81","  6.0"
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","3","Pacific peoples","15","  1.1"
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","4","Asian","27","  2.0"
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","6","Other ethnicity","18","  1.3"
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","Total","Total","1347",".."
2018,"Statistical Area 2","341900","Opua (Mackenzie District)","Total stated","Total stated","1347","100.0"
2018,"Statistical Area 2","342000","Fairlie","1","European","792"," 89.5"
2018,"Statistical Area 2","342000","Fairlie","2","Maori","69","  7.8"
2018,"Statistical Area 2","342000","Fairlie","3","Pacific peoples","3","  0.3"
2018,"Statistical Area 2","342000","Fairlie","4","Asian","51","  5.8"
2018,"Statistical Area 2","342000","Fairlie","5","Middle Eastern/Latin American/African","9","  1.0"
2018,"Statistical Area 2","342000","Fairlie","6","Other ethnicity","3","  0.3"
2018,"Statistical Area 2","342000","Fairlie","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342000","Fairlie","Total","Total","885",".."
2018,"Statistical Area 2","342000","Fairlie","Total stated","Total stated","885","100.0"
2018,"Statistical Area 2","342100","Hakataramea","1","European","777"," 93.5"
2018,"Statistical Area 2","342100","Hakataramea","2","Maori","33","  4.0"
2018,"Statistical Area 2","342100","Hakataramea","3","Pacific peoples","9","  1.1"
2018,"Statistical Area 2","342100","Hakataramea","4","Asian","27","  3.2"
2018,"Statistical Area 2","342100","Hakataramea","5","Middle Eastern/Latin American/African","3","  0.4"
2018,"Statistical Area 2","342100","Hakataramea","6","Other ethnicity","12","  1.4"
2018,"Statistical Area 2","342100","Hakataramea","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342100","Hakataramea","Total","Total","831",".."
2018,"Statistical Area 2","342100","Hakataramea","Total stated","Total stated","831","100.0"
2018,"Statistical Area 2","342200","Maungati","1","European","678"," 91.9"
2018,"Statistical Area 2","342200","Maungati","2","Maori","42","  5.7"
2018,"Statistical Area 2","342200","Maungati","3","Pacific peoples","9","  1.2"
2018,"Statistical Area 2","342200","Maungati","4","Asian","21","  2.8"
2018,"Statistical Area 2","342200","Maungati","5","Middle Eastern/Latin American/African","21","  2.8"
2018,"Statistical Area 2","342200","Maungati","6","Other ethnicity","6","  0.8"
2018,"Statistical Area 2","342200","Maungati","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342200","Maungati","Total","Total","738",".."
2018,"Statistical Area 2","342200","Maungati","Total stated","Total stated","738","100.0"
2018,"Statistical Area 2","342300","Lyalldale","1","European","648"," 94.3"
2018,"Statistical Area 2","342300","Lyalldale","2","Maori","66","  9.6"
2018,"Statistical Area 2","342300","Lyalldale","3","Pacific peoples","6","  0.9"
2018,"Statistical Area 2","342300","Lyalldale","4","Asian","18","  2.6"
2018,"Statistical Area 2","342300","Lyalldale","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","342300","Lyalldale","6","Other ethnicity","12","  1.7"
2018,"Statistical Area 2","342300","Lyalldale","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342300","Lyalldale","Total","Total","687",".."
2018,"Statistical Area 2","342300","Lyalldale","Total stated","Total stated","687","100.0"
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","1","European","906"," 89.9"
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","2","Maori","69","  6.8"
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","3","Pacific peoples","15","  1.5"
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","4","Asian","51","  5.1"
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","6","Other ethnicity","18","  1.8"
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","Total","Total","1008",".."
2018,"Statistical Area 2","342400","Makikihi-Willowbridge","Total stated","Total stated","1008","100.0"
2018,"Statistical Area 2","342500","Waimate North","1","European","495"," 97.6"
2018,"Statistical Area 2","342500","Waimate North","2","Maori","24","  4.7"
2018,"Statistical Area 2","342500","Waimate North","3","Pacific peoples","0","  0.0"
2018,"Statistical Area 2","342500","Waimate North","4","Asian","0","  0.0"
2018,"Statistical Area 2","342500","Waimate North","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","342500","Waimate North","6","Other ethnicity","6","  1.2"
2018,"Statistical Area 2","342500","Waimate North","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342500","Waimate North","Total","Total","507",".."
2018,"Statistical Area 2","342500","Waimate North","Total stated","Total stated","507","100.0"
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","1","European","831"," 75.9"
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","2","Maori","96","  8.8"
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","3","Pacific peoples","9","  0.8"
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","4","Asian","210"," 19.2"
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","5","Middle Eastern/Latin American/African","18","  1.6"
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","6","Other ethnicity","9","  0.8"
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","Total","Total","1095",".."
2018,"Statistical Area 2","342600","Morven-Glenavy-Ikawai","Total stated","Total stated","1095","100.0"
2018,"Statistical Area 2","342700","Waimate West","1","European","1251"," 93.7"
2018,"Statistical Area 2","342700","Waimate West","2","Maori","114","  8.5"
2018,"Statistical Area 2","342700","Waimate West","3","Pacific peoples","12","  0.9"
2018,"Statistical Area 2","342700","Waimate West","4","Asian","27","  2.0"
2018,"Statistical Area 2","342700","Waimate West","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","342700","Waimate West","6","Other ethnicity","18","  1.3"
2018,"Statistical Area 2","342700","Waimate West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342700","Waimate West","Total","Total","1335",".."
2018,"Statistical Area 2","342700","Waimate West","Total stated","Total stated","1335","100.0"
2018,"Statistical Area 2","342800","Waimate East","1","European","1515"," 93.9"
2018,"Statistical Area 2","342800","Waimate East","2","Maori","126","  7.8"
2018,"Statistical Area 2","342800","Waimate East","3","Pacific peoples","15","  0.9"
2018,"Statistical Area 2","342800","Waimate East","4","Asian","33","  2.0"
2018,"Statistical Area 2","342800","Waimate East","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","342800","Waimate East","6","Other ethnicity","21","  1.3"
2018,"Statistical Area 2","342800","Waimate East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","342800","Waimate East","Total","Total","1614",".."
2018,"Statistical Area 2","342800","Waimate East","Total stated","Total stated","1614","100.0"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","1","European","C","C"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","2","Maori","C","C"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","3","Pacific peoples","C","C"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","4","Asian","C","C"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","6","Other ethnicity","C","C"
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","Total","Total","0",".."
2018,"Statistical Area 2","342900","Oceanic Chatham Islands","Total stated","Total stated","C","C"
2018,"Statistical Area 2","343000","Chatham Islands","1","European","492"," 74.2"
2018,"Statistical Area 2","343000","Chatham Islands","2","Maori","438"," 66.1"
2018,"Statistical Area 2","343000","Chatham Islands","3","Pacific peoples","9","  1.4"
2018,"Statistical Area 2","343000","Chatham Islands","4","Asian","6","  0.9"
2018,"Statistical Area 2","343000","Chatham Islands","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","343000","Chatham Islands","6","Other ethnicity","18","  2.7"
2018,"Statistical Area 2","343000","Chatham Islands","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343000","Chatham Islands","Total","Total","663",".."
2018,"Statistical Area 2","343000","Chatham Islands","Total stated","Total stated","663","100.0"
2018,"Statistical Area 2","343100","Aviemore","1","European","663"," 86.7"
2018,"Statistical Area 2","343100","Aviemore","2","Maori","42","  5.5"
2018,"Statistical Area 2","343100","Aviemore","3","Pacific peoples","6","  0.8"
2018,"Statistical Area 2","343100","Aviemore","4","Asian","66","  8.6"
2018,"Statistical Area 2","343100","Aviemore","5","Middle Eastern/Latin American/African","6","  0.8"
2018,"Statistical Area 2","343100","Aviemore","6","Other ethnicity","18","  2.4"
2018,"Statistical Area 2","343100","Aviemore","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343100","Aviemore","Total","Total","765",".."
2018,"Statistical Area 2","343100","Aviemore","Total stated","Total stated","765","100.0"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","1","European","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","2","Maori","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","3","Pacific peoples","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","4","Asian","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","6","Other ethnicity","C","C"
2018,"Statistical Area 2","343200","Inland water Lake Ohau","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","343200","Inland water Lake Ohau","Total","Total","0",".."
2018,"Statistical Area 2","343200","Inland water Lake Ohau","Total stated","Total stated","C","C"
2018,"Statistical Area 2","343300","Danseys Pass","1","European","870"," 88.1"
2018,"Statistical Area 2","343300","Danseys Pass","2","Maori","96","  9.7"
2018,"Statistical Area 2","343300","Danseys Pass","3","Pacific peoples","0","  0.0"
2018,"Statistical Area 2","343300","Danseys Pass","4","Asian","81","  8.2"
2018,"Statistical Area 2","343300","Danseys Pass","5","Middle Eastern/Latin American/African","12","  1.2"
2018,"Statistical Area 2","343300","Danseys Pass","6","Other ethnicity","3","  0.3"
2018,"Statistical Area 2","343300","Danseys Pass","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343300","Danseys Pass","Total","Total","987",".."
2018,"Statistical Area 2","343300","Danseys Pass","Total stated","Total stated","987","100.0"
2018,"Statistical Area 2","343400","Ngapara","1","European","1500"," 83.1"
2018,"Statistical Area 2","343400","Ngapara","2","Maori","123","  6.8"
2018,"Statistical Area 2","343400","Ngapara","3","Pacific peoples","6","  0.3"
2018,"Statistical Area 2","343400","Ngapara","4","Asian","219"," 12.1"
2018,"Statistical Area 2","343400","Ngapara","5","Middle Eastern/Latin American/African","18","  1.0"
2018,"Statistical Area 2","343400","Ngapara","6","Other ethnicity","54","  3.0"
2018,"Statistical Area 2","343400","Ngapara","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343400","Ngapara","Total","Total","1806",".."
2018,"Statistical Area 2","343400","Ngapara","Total stated","Total stated","1806","100.0"
2018,"Statistical Area 2","343500","Lower Waitaki","1","European","1245"," 89.6"
2018,"Statistical Area 2","343500","Lower Waitaki","2","Maori","102","  7.3"
2018,"Statistical Area 2","343500","Lower Waitaki","3","Pacific peoples","15","  1.1"
2018,"Statistical Area 2","343500","Lower Waitaki","4","Asian","81","  5.8"
2018,"Statistical Area 2","343500","Lower Waitaki","5","Middle Eastern/Latin American/African","12","  0.9"
2018,"Statistical Area 2","343500","Lower Waitaki","6","Other ethnicity","15","  1.1"
2018,"Statistical Area 2","343500","Lower Waitaki","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343500","Lower Waitaki","Total","Total","1389",".."
2018,"Statistical Area 2","343500","Lower Waitaki","Total stated","Total stated","1389","100.0"
2018,"Statistical Area 2","343600","Waihemo","1","European","1242"," 92.6"
2018,"Statistical Area 2","343600","Waihemo","2","Maori","126","  9.4"
2018,"Statistical Area 2","343600","Waihemo","3","Pacific peoples","9","  0.7"
2018,"Statistical Area 2","343600","Waihemo","4","Asian","39","  2.9"
2018,"Statistical Area 2","343600","Waihemo","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","343600","Waihemo","6","Other ethnicity","6","  0.4"
2018,"Statistical Area 2","343600","Waihemo","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343600","Waihemo","Total","Total","1341",".."
2018,"Statistical Area 2","343600","Waihemo","Total stated","Total stated","1341","100.0"
2018,"Statistical Area 2","343700","Maheno","1","European","1857"," 94.4"
2018,"Statistical Area 2","343700","Maheno","2","Maori","129","  6.6"
2018,"Statistical Area 2","343700","Maheno","3","Pacific peoples","18","  0.9"
2018,"Statistical Area 2","343700","Maheno","4","Asian","54","  2.7"
2018,"Statistical Area 2","343700","Maheno","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","343700","Maheno","6","Other ethnicity","24","  1.2"
2018,"Statistical Area 2","343700","Maheno","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343700","Maheno","Total","Total","1968",".."
2018,"Statistical Area 2","343700","Maheno","Total stated","Total stated","1968","100.0"
2018,"Statistical Area 2","343800","Weston","1","European","1002"," 95.4"
2018,"Statistical Area 2","343800","Weston","2","Maori","72","  6.9"
2018,"Statistical Area 2","343800","Weston","3","Pacific peoples","6","  0.6"
2018,"Statistical Area 2","343800","Weston","4","Asian","24","  2.3"
2018,"Statistical Area 2","343800","Weston","5","Middle Eastern/Latin American/African","3","  0.3"
2018,"Statistical Area 2","343800","Weston","6","Other ethnicity","12","  1.1"
2018,"Statistical Area 2","343800","Weston","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343800","Weston","Total","Total","1050",".."
2018,"Statistical Area 2","343800","Weston","Total stated","Total stated","1050","100.0"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","1","European","2223"," 87.9"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","2","Maori","222","  8.8"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","3","Pacific peoples","135","  5.3"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","4","Asian","117","  4.6"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","5","Middle Eastern/Latin American/African","6","  0.2"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","6","Other ethnicity","24","  0.9"
2018,"Statistical Area 2","343900","Oamaru North Milner Park","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","343900","Oamaru North Milner Park","Total","Total","2529",".."
2018,"Statistical Area 2","343900","Oamaru North Milner Park","Total stated","Total stated","2529","100.0"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","1","European","2385"," 82.0"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","2","Maori","231","  7.9"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","3","Pacific peoples","291"," 10.0"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","4","Asian","177","  6.1"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","5","Middle Eastern/Latin American/African","6","  0.2"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","6","Other ethnicity","36","  1.2"
2018,"Statistical Area 2","344000","Oamaru North Orana Park","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344000","Oamaru North Orana Park","Total","Total","2907",".."
2018,"Statistical Area 2","344000","Oamaru North Orana Park","Total stated","Total stated","2907","100.0"
2018,"Statistical Area 2","344100","Oamaru Gardens","1","European","1044"," 88.5"
2018,"Statistical Area 2","344100","Oamaru Gardens","2","Maori","93","  7.9"
2018,"Statistical Area 2","344100","Oamaru Gardens","3","Pacific peoples","39","  3.3"
2018,"Statistical Area 2","344100","Oamaru Gardens","4","Asian","42","  3.6"
2018,"Statistical Area 2","344100","Oamaru Gardens","5","Middle Eastern/Latin American/African","6","  0.5"
2018,"Statistical Area 2","344100","Oamaru Gardens","6","Other ethnicity","24","  2.0"
2018,"Statistical Area 2","344100","Oamaru Gardens","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344100","Oamaru Gardens","Total","Total","1179",".."
2018,"Statistical Area 2","344100","Oamaru Gardens","Total stated","Total stated","1179","100.0"
2018,"Statistical Area 2","344200","Glen Warren","1","European","1356"," 83.1"
2018,"Statistical Area 2","344200","Glen Warren","2","Maori","129","  7.9"
2018,"Statistical Area 2","344200","Glen Warren","3","Pacific peoples","153","  9.4"
2018,"Statistical Area 2","344200","Glen Warren","4","Asian","90","  5.5"
2018,"Statistical Area 2","344200","Glen Warren","5","Middle Eastern/Latin American/African","18","  1.1"
2018,"Statistical Area 2","344200","Glen Warren","6","Other ethnicity","18","  1.1"
2018,"Statistical Area 2","344200","Glen Warren","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344200","Glen Warren","Total","Total","1632",".."
2018,"Statistical Area 2","344200","Glen Warren","Total stated","Total stated","1632","100.0"
2018,"Statistical Area 2","344300","Holmes Hill","1","European","1236"," 92.8"
2018,"Statistical Area 2","344300","Holmes Hill","2","Maori","93","  7.0"
2018,"Statistical Area 2","344300","Holmes Hill","3","Pacific peoples","30","  2.3"
2018,"Statistical Area 2","344300","Holmes Hill","4","Asian","42","  3.2"
2018,"Statistical Area 2","344300","Holmes Hill","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","344300","Holmes Hill","6","Other ethnicity","15","  1.1"
2018,"Statistical Area 2","344300","Holmes Hill","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344300","Holmes Hill","Total","Total","1332",".."
2018,"Statistical Area 2","344300","Holmes Hill","Total stated","Total stated","1332","100.0"
2018,"Statistical Area 2","344400","Oamaru Central","1","European","228"," 77.6"
2018,"Statistical Area 2","344400","Oamaru Central","2","Maori","27","  9.2"
2018,"Statistical Area 2","344400","Oamaru Central","3","Pacific peoples","27","  9.2"
2018,"Statistical Area 2","344400","Oamaru Central","4","Asian","27","  9.2"
2018,"Statistical Area 2","344400","Oamaru Central","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","344400","Oamaru Central","6","Other ethnicity","3","  1.0"
2018,"Statistical Area 2","344400","Oamaru Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344400","Oamaru Central","Total","Total","294",".."
2018,"Statistical Area 2","344400","Oamaru Central","Total stated","Total stated","294","100.0"
2018,"Statistical Area 2","344500","South Hill","1","European","1920"," 87.9"
2018,"Statistical Area 2","344500","South Hill","2","Maori","201","  9.2"
2018,"Statistical Area 2","344500","South Hill","3","Pacific peoples","105","  4.8"
2018,"Statistical Area 2","344500","South Hill","4","Asian","102","  4.7"
2018,"Statistical Area 2","344500","South Hill","5","Middle Eastern/Latin American/African","9","  0.4"
2018,"Statistical Area 2","344500","South Hill","6","Other ethnicity","30","  1.4"
2018,"Statistical Area 2","344500","South Hill","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344500","South Hill","Total","Total","2184",".."
2018,"Statistical Area 2","344500","South Hill","Total stated","Total stated","2184","100.0"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","1","European","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","2","Maori","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","3","Pacific peoples","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","4","Asian","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","6","Other ethnicity","C","C"
2018,"Statistical Area 2","344600","Inlet Port Oamaru","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","344600","Inlet Port Oamaru","Total","Total","0",".."
2018,"Statistical Area 2","344600","Inlet Port Oamaru","Total stated","Total stated","C","C"
2018,"Statistical Area 2","344700","Palmerston","1","European","870"," 91.8"
2018,"Statistical Area 2","344700","Palmerston","2","Maori","138"," 14.6"
2018,"Statistical Area 2","344700","Palmerston","3","Pacific peoples","12","  1.3"
2018,"Statistical Area 2","344700","Palmerston","4","Asian","18","  1.9"
2018,"Statistical Area 2","344700","Palmerston","5","Middle Eastern/Latin American/African","9","  0.9"
2018,"Statistical Area 2","344700","Palmerston","6","Other ethnicity","9","  0.9"
2018,"Statistical Area 2","344700","Palmerston","9","Not elsewhere included","0",".."
